dt,bat_v,dht_t,dht_h,ref_v,out_v,therm_v,in_v
20251231T182729,6.378,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182730,6.422,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182731,6.246,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182732,6.387,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182733,6.519,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182734,6.317,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182736,6.413,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182737,6.422,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182738,6.255,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182739,6.475,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182740,6.255,  0.0, 86.0,2.498,2.500,3.745,2.500
20251231T182741,6.378,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182742,6.229,  0.0, 86.0,2.498,2.500,3.745,2.500
20251231T182743,6.317,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182744,6.361,  0.0, 86.0,2.498,2.500,3.745,2.500
20251231T182746,6.361,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182747,6.405,  0.0, 86.0,2.498,2.500,3.745,2.500
20251231T182748,6.387,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182749,6.457,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182750,6.449,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182751,6.413,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182752,6.528,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182753,6.387,  0.0, 86.0,2.498,2.500,3.745,2.500
20251231T182754,6.370,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182756,6.361,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182757,6.308,  0.0, 86.0,2.522,2.549,3.713,2.539
20251231T182758,6.449,  0.0, 86.0,2.498,2.500,3.745,2.500
20251231T182759,6.238,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182800,6.220,  0.0, 86.0,2.498,2.500,3.745,2.500
20251231T182801,6.440,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182802,6.326,  0.0, 86.0,2.498,2.500,3.745,2.500
20251231T182803,6.396,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182804,6.361,  0.0, 86.0,2.498,2.500,3.745,2.500
20251231T182806,6.510,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182807,6.317,  0.0, 86.0,2.498,2.500,3.745,2.500
20251231T182808,6.466,  0.0, 86.0,2.522,2.544,3.708,2.539
20251231T182809,6.246,  0.0, 86.0,2.498,2.500,3.745,2.500
20251231T182810,6.317,  0.0, 86.0,2.522,2.544,3.708,2.539
20251231T182811,6.308,  0.0, 86.0,2.498,2.500,3.745,2.500
20251231T182812,6.449,  0.0, 86.0,2.522,2.544,3.708,2.539
20251231T182813,6.475,  0.0, 86.0,2.498,2.500,3.745,2.500
20251231T182814,6.528,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182816,6.238,  0.0, 86.0,2.498,2.500,3.745,2.500
20251231T182817,6.308,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182818,6.361,  0.0, 86.0,2.498,2.500,3.745,2.500
20251231T182819,6.493,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182820,6.396,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182821,6.352,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182822,6.334,  0.0, 86.0,2.498,2.500,3.745,2.500
20251231T182823,6.510,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182824,6.361,  0.0, 86.0,2.498,2.500,3.745,2.500
20251231T182826,6.255,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182827,6.475,  0.0, 86.0,2.498,2.500,3.745,2.500
20251231T182828,6.378,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182829,6.246,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182830,6.352,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182831,6.334,  0.0, 86.0,2.498,2.500,3.745,2.500
20251231T182832,6.308,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182833,6.413,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182834,6.413,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182836,6.273,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182837,6.273,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182838,6.413,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182839,6.229,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182840,6.440,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182841,6.440,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182842,6.361,  0.0, 86.0,2.498,2.500,3.745,2.500
20251231T182843,6.422,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182844,6.396,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182846,6.413,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182847,6.413,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182848,6.299,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182849,6.396,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182850,6.326,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182851,6.396,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182852,6.387,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182853,6.334,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182854,6.440,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182856,6.264,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182857,6.387,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182858,6.440,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182859,6.510,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182900,6.352,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182901,6.457,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182902,6.343,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182903,6.238,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182904,6.484,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182906,6.387,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182907,6.326,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182908,6.326,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182909,6.457,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182910,6.370,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182911,6.282,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182912,6.422,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182913,6.334,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182914,6.475,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182916,6.370,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182917,6.317,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182918,6.396,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182919,6.387,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182920,6.378,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182921,6.431,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182922,6.334,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182923,6.413,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182924,6.378,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182926,6.528,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182927,6.238,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182928,6.413,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182929,6.378,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182930,6.299,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182931,6.352,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182932,6.246,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182933,6.370,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182934,6.484,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182936,6.326,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182937,6.246,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182938,6.308,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182939,6.326,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182940,6.308,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182941,6.387,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182942,6.387,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182943,6.493,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182945,6.501,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182946,6.352,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182947,6.246,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182948,6.440,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182949,6.370,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182950,6.405,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182951,6.405,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182952,6.378,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182953,6.326,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182955,6.422,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182956,6.246,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182957,6.343,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T182958,6.422,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T182959,6.413,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T183000,6.220,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T183001,6.405,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183002,6.317,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T183003,6.422,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183005,6.493,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T183006,6.493,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183007,6.334,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T183008,6.387,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183009,6.396,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T183010,6.370,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183011,6.317,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T183012,6.352,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183013,6.343,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T183015,6.255,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183016,6.413,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T183017,6.334,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183018,6.396,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T183019,6.396,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183020,6.282,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T183021,6.422,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183022,6.466,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T183023,6.422,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183025,6.449,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T183026,6.220,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183027,6.475,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T183028,6.308,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183029,6.396,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T183030,6.343,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183031,6.457,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T183032,6.334,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183034,6.370,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T183035,6.352,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183036,6.413,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T183037,6.510,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183038,6.475,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T183039,6.290,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183040,6.422,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183041,6.405,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183042,6.396,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T183044,6.299,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183045,6.273,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T183046,6.370,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183047,6.405,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T183048,6.326,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183049,6.326,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T183050,6.308,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183051,6.431,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183052,6.413,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183054,6.352,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183055,6.255,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183056,6.484,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183057,6.422,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183058,6.475,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183059,6.413,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183100,6.343,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183101,6.370,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183102,6.326,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183104,6.299,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183105,6.264,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183106,6.220,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183107,6.484,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183108,6.396,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183109,6.387,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183110,6.405,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183111,6.396,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183112,6.361,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183114,6.273,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T183115,6.264,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183116,6.370,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183117,6.501,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183118,6.396,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183119,6.352,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183120,6.352,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183121,6.378,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183122,6.370,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183124,6.317,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183125,6.343,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183126,6.299,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183127,6.431,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183128,6.308,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183129,6.238,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183130,6.238,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183131,6.246,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183132,6.326,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183134,6.282,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183135,6.396,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183136,6.466,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183137,6.255,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183138,6.361,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183139,6.290,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183140,6.343,  0.0, 86.0,2.522,2.549,3.718,2.539
20251231T183141,6.370,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183142,6.352,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183144,6.334,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183145,6.493,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183146,6.413,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183147,6.352,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183148,6.413,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183149,6.378,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183150,6.378,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183151,6.405,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183152,6.413,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183154,6.352,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183155,6.370,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183156,6.475,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183157,6.378,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183158,6.413,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183159,6.326,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183200,6.255,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183201,6.422,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183202,6.378,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183204,6.510,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183205,6.255,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183206,6.396,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183207,6.405,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183208,6.387,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183209,6.501,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183210,6.457,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183211,6.413,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183212,6.317,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183214,6.246,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183215,6.352,  0.0, 86.0,2.502,2.505,3.762,2.505
20251231T183216,6.334,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183217,6.378,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183218,6.308,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183219,6.422,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183220,6.466,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183221,6.422,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183222,6.510,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183224,6.475,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183225,6.238,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183226,6.361,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183227,6.405,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183228,6.361,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183229,6.317,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183230,6.238,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183231,6.255,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183233,6.431,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183234,6.370,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183235,6.343,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183236,6.273,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183237,6.343,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183238,6.370,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183239,6.290,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183240,6.334,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183241,6.308,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183243,6.378,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183244,6.413,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183245,6.405,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183246,6.290,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183247,6.466,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183248,6.334,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183249,6.343,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183250,6.326,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183251,6.246,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183253,6.519,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183254,6.422,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183255,6.413,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183256,6.334,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183257,6.308,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183258,6.229,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183259,6.475,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183300,6.238,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183301,6.202,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183303,6.519,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183304,6.299,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183305,6.326,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183306,6.246,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183307,6.317,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183308,6.413,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183309,6.396,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183310,6.202,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183311,6.466,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T183313,6.510,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183314,6.317,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183315,6.246,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183316,6.352,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183317,6.255,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183318,6.466,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183319,6.220,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183320,6.501,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183321,6.334,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183323,6.334,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183324,6.229,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183325,6.220,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183326,6.370,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183327,6.290,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183328,6.501,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183329,6.475,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183330,6.413,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183331,6.378,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183333,6.431,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183334,6.431,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183335,6.352,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183336,6.457,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183337,6.229,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183338,6.422,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183339,6.282,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183340,6.352,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183341,6.361,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183343,6.211,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183344,6.299,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183345,6.211,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183346,6.413,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183347,6.510,  0.0, 86.0,2.522,2.549,3.718,2.539
20251231T183348,6.264,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183349,6.378,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183350,6.378,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183351,6.378,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183353,6.422,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183354,6.405,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183355,6.493,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183356,6.493,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183357,6.405,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183358,6.238,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T183359,6.299,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183400,6.361,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183401,6.246,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183403,6.326,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183404,6.343,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183405,6.440,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183406,6.370,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183407,6.290,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183408,6.229,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183409,6.308,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T183410,6.387,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183411,6.220,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183413,6.422,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183414,6.370,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183415,6.413,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183416,6.202,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183417,6.299,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183418,6.229,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183419,6.220,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183420,6.449,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183421,6.211,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183423,6.273,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183424,6.387,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183425,6.413,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183426,6.413,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183427,6.396,  0.0, 86.0,2.522,2.544,3.718,2.539
