dt,bat_v,dht_h,dht_t,ref_v,therm_v,out_v,in_v
20251224T062402,6.255, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062403,6.132, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062405,6.326, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062407,6.079, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062408,6.114, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062410,6.141, 19.0, 29.0,2.473,4.247,2.478,2.478
20251224T062411,6.229, 19.0, 29.0,2.473,4.247,2.473,2.483
20251224T062413,6.282, 19.0, 29.0,2.473,4.247,2.473,2.483
20251224T062415,6.352, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062416,6.334, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062418,6.097, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062419,6.264, 19.0, 29.0,2.473,4.247,2.473,2.483
20251224T062421,6.176, 19.0, 29.0,2.473,4.247,2.473,2.483
20251224T062423,6.150, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062424,6.150, 19.0, 29.0,2.473,4.247,2.473,2.483
20251224T062426,6.246, 19.0, 29.0,2.473,4.247,2.473,2.483
20251224T062427,6.079, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062429,6.282, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062431,6.255, 19.0, 29.0,2.473,4.247,2.473,2.483
20251224T062432,6.211, 19.0, 29.0,2.473,4.247,2.478,2.478
20251224T062434,6.246, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062435,6.176, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062437,6.194, 19.0, 29.0,2.473,4.252,2.478,2.483
20251224T062439,6.299, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062440,6.158, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062442,6.106, 19.0, 29.0,2.473,4.247,2.473,2.483
20251224T062443,6.299, 19.0, 29.0,2.473,4.247,2.473,2.483
20251224T062445,6.123, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062447,6.229, 19.0, 28.0,2.473,4.247,2.478,2.483
20251224T062448,6.185, 19.0, 28.0,2.473,4.247,2.473,2.483
20251224T062450,6.114, 19.0, 28.0,2.473,4.247,2.478,2.478
20251224T062451,6.255, 19.0, 28.0,2.473,4.247,2.473,2.483
20251224T062453,6.211, 19.0, 28.0,2.473,4.247,2.478,2.483
20251224T062455,6.185, 19.0, 28.0,2.473,4.247,2.478,2.483
20251224T062456,6.317, 19.0, 28.0,2.473,4.247,2.478,2.483
20251224T062458,6.308, 19.0, 28.0,2.473,4.247,2.478,2.483
20251224T062459,6.194, 19.0, 28.0,2.473,4.247,2.478,2.483
20251224T062501,6.229, 19.0, 28.0,2.473,4.247,2.478,2.483
20251224T062503,6.167, 19.0, 28.0,2.473,4.247,2.473,2.483
20251224T062504,6.282, 19.0, 28.0,2.473,4.247,2.478,2.483
20251224T062506,6.290, 19.0, 28.0,2.473,4.247,2.478,2.483
20251224T062507,6.273, 19.0, 28.0,2.473,4.247,2.473,2.483
20251224T062509,6.185, 19.0, 28.0,2.473,4.247,2.478,2.483
20251224T062511,6.273, 19.0, 28.0,2.473,4.247,2.478,2.483
20251224T062512,6.202, 19.0, 28.0,2.473,4.247,2.473,2.483
20251224T062514,6.079, 19.0, 28.0,2.473,4.247,2.478,2.483
20251224T062516,6.150, 19.0, 27.0,2.473,4.247,2.473,2.483
20251224T062517,6.229, 19.0, 28.0,2.473,4.247,2.478,2.483
20251224T062519,6.334, 20.0, 27.0,2.473,4.247,2.473,2.483
20251224T062520,6.264, 20.0, 27.0,2.473,4.247,2.473,2.483
20251224T062522,6.185, 20.0, 27.0,2.473,4.247,2.473,2.483
20251224T062524,6.229, 20.0, 28.0,2.473,4.247,2.478,2.483
20251224T062525,6.290, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T062527,6.167, 20.0, 27.0,2.473,4.247,2.478,2.478
20251224T062528,6.229, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T062530,6.141, 20.0, 27.0,2.473,4.247,2.473,2.483
20251224T062532,6.097, 20.0, 27.0,2.473,4.247,2.473,2.483
20251224T062533,6.264, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T062535,6.202, 20.0, 27.0,2.473,4.247,2.473,2.483
20251224T062536,6.255, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T062538,6.255, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T062540,6.194, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T062541,6.352, 20.0, 27.0,2.473,4.247,2.473,2.483
20251224T062543,6.308, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T062544,6.194, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T062546,6.158, 20.0, 27.0,2.473,4.247,2.473,2.483
20251224T062548,6.282, 20.0, 27.0,2.473,4.247,2.473,2.483
20251224T062549,6.255, 20.0, 27.0,2.473,4.247,2.473,2.483
20251224T062551,6.317, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T062552,6.150, 20.0, 27.0,2.473,4.247,2.473,2.483
20251224T062554,6.202, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T062556,6.150, 20.0, 27.0,2.473,4.247,2.473,2.483
20251224T062557,6.211, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T062559,6.334, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T062600,6.220, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T062602,6.106, 20.0, 27.0,2.473,4.247,2.473,2.483
20251224T062604,6.246, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T062605,6.255, 20.0, 27.0,2.473,4.247,2.473,2.483
20251224T062607,6.185, 20.0, 27.0,2.473,4.247,2.473,2.483
20251224T062608,6.158, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T062610,6.290, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T062612,6.194, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T062613,6.290, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T062615,6.097, 20.0, 27.0,2.473,4.247,2.473,2.483
20251224T062616,6.167, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T062618,6.220, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T062620,6.220, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T062621,6.176, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T062623,6.185, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T062625,6.220, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T062626,6.229, 20.0, 27.0,2.473,4.242,2.473,2.483
20251224T062628,6.264, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T062629,6.114, 20.0, 27.0,2.473,4.247,2.473,2.483
20251224T062631,6.141, 20.0, 27.0,2.473,4.242,2.478,2.483
20251224T062633,6.264, 20.0, 27.0,2.473,4.242,2.478,2.483
20251224T062634,6.238, 20.0, 26.0,2.473,4.242,2.478,2.483
20251224T062636,6.343, 20.0, 26.0,2.473,4.242,2.478,2.483
20251224T062637,6.220, 20.0, 26.0,2.473,4.242,2.478,2.483
20251224T062639,6.352, 20.0, 26.0,2.473,4.242,2.478,2.483
20251224T062641,6.097, 20.0, 26.0,2.473,4.242,2.478,2.483
20251224T062642,6.097, 20.0, 26.0,2.473,4.242,2.478,2.483
20251224T062644,6.132, 21.0, 27.0,2.473,4.242,2.478,2.483
20251224T062645,6.229, 21.0, 27.0,2.473,4.242,2.478,2.483
20251224T062647,6.150, 21.0, 27.0,2.473,4.242,2.473,2.483
20251224T062649,6.255, 21.0, 27.0,2.473,4.242,2.478,2.483
20251224T062650,6.185, 21.0, 27.0,2.473,4.242,2.478,2.483
20251224T062652,6.158, 21.0, 27.0,2.473,4.242,2.478,2.483
20251224T062653,6.088, 21.0, 27.0,2.473,4.242,2.478,2.483
20251224T062655,6.202, 21.0, 27.0,2.473,4.242,2.473,2.483
20251224T062657,6.273, 21.0, 27.0,2.473,4.242,2.478,2.483
20251224T062658,6.185, 21.0, 27.0,2.473,4.242,2.473,2.483
20251224T062700,6.317, 21.0, 27.0,2.473,4.242,2.478,2.483
20251224T062701,6.255, 21.0, 27.0,2.473,4.242,2.478,2.483
20251224T062703,6.176, 21.0, 27.0,2.473,4.242,2.478,2.483
20251224T062705,6.273, 21.0, 27.0,2.473,4.242,2.478,2.483
20251224T062706,6.229, 21.0, 27.0,2.473,4.242,2.478,2.483
20251224T062708,6.176, 21.0, 27.0,2.473,4.242,2.473,2.483
20251224T062709,6.141, 21.0, 27.0,2.473,4.242,2.478,2.483
20251224T062711,6.246, 21.0, 27.0,2.473,4.242,2.478,2.483
20251224T062713,6.308, 21.0, 27.0,2.473,4.242,2.478,2.483
20251224T062714,6.194, 21.0, 27.0,2.473,4.242,2.473,2.483
20251224T062716,6.246, 21.0, 27.0,2.473,4.242,2.478,2.483
20251224T062717,6.238, 21.0, 27.0,2.473,4.242,2.478,2.483
20251224T062719,6.334, 21.0, 27.0,2.473,4.242,2.478,2.483
20251224T062721,6.158, 21.0, 27.0,2.473,4.242,2.478,2.483
20251224T062722,6.334, 21.0, 27.0,2.473,4.242,2.478,2.483
20251224T062724,6.229, 21.0, 27.0,2.473,4.242,2.478,2.483
20251224T062725,6.334, 21.0, 27.0,2.473,4.242,2.478,2.483
20251224T062727,6.290, 21.0, 27.0,2.473,4.242,2.478,2.483
20251224T062729,6.246, 21.0, 27.0,2.473,4.242,2.478,2.483
20251224T062730,6.123, 21.0, 27.0,2.473,4.238,2.478,2.483
20251224T062732,6.202, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062733,6.097, 21.0, 26.0,2.473,4.242,2.473,2.483
20251224T062735,6.194, 21.0, 26.0,2.473,4.242,2.473,2.483
20251224T062737,6.246, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062738,6.132, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062740,6.185, 21.0, 26.0,2.473,4.242,2.473,2.483
20251224T062742,6.088, 21.0, 26.0,2.473,4.242,2.473,2.483
20251224T062743,6.238, 21.0, 26.0,2.473,4.242,2.473,2.483
20251224T062745,6.255, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062746,6.185, 21.0, 26.0,2.473,4.242,2.473,2.483
20251224T062748,6.220, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062750,6.150, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062751,6.255, 21.0, 26.0,2.473,4.242,2.478,2.478
20251224T062753,6.290, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062754,6.308, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062756,6.123, 21.0, 26.0,2.473,4.242,2.473,2.483
20251224T062758,6.132, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062759,6.167, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062801,6.176, 21.0, 26.0,2.473,4.242,2.473,2.483
20251224T062802,6.238, 21.0, 26.0,2.473,4.242,2.473,2.483
20251224T062804,6.141, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062806,6.167, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062807,6.246, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062809,6.141, 21.0, 26.0,2.473,4.242,2.473,2.483
20251224T062810,6.238, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062812,6.326, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062814,6.211, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062815,6.255, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062817,6.114, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062818,6.167, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062820,6.150, 21.0, 26.0,2.473,4.242,2.473,2.483
20251224T062822,6.246, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062823,6.238, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062825,6.114, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062826,6.141, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062828,6.141, 21.0, 26.0,2.473,4.242,2.473,2.483
20251224T062830,6.255, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062831,6.106, 21.0, 26.0,2.473,4.242,2.473,2.483
20251224T062833,6.343, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062834,6.176, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062836,6.141, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062838,6.220, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062839,6.185, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062841,6.334, 21.0, 26.0,2.473,4.242,2.473,2.483
20251224T062842,6.229, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062844,6.273, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062846,6.273, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062847,6.150, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062849,6.334, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062851,6.246, 21.0, 26.0,2.473,4.242,2.473,2.483
20251224T062852,6.317, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062854,6.343, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062855,6.176, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062857,6.264, 21.0, 26.0,2.473,4.242,2.473,2.483
20251224T062859,6.211, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062900,6.220, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T062902,6.194, 21.0, 26.0,2.473,4.242,2.473,2.483
20251224T062903,6.282, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T062905,6.220, 21.0, 26.0,2.473,4.242,2.473,2.483
20251224T062907,6.290, 21.0, 26.0,2.473,4.242,2.473,2.483
20251224T062908,6.202, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T062910,6.176, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T062911,6.282, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T062913,6.308, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T062915,6.229, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T062916,6.194, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T062918,6.255, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T062919,6.097, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T062921,6.167, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T062923,6.167, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T062924,6.194, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T062926,6.273, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T062927,6.185, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T062929,6.290, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T062931,6.194, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T062932,6.202, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T062934,6.185, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T062935,6.176, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T062937,6.246, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T062939,6.185, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T062940,6.185, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T062942,6.220, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T062943,6.202, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T062945,6.123, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T062947,6.088, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T062948,6.176, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T062950,6.255, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T062952,6.246, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T062953,6.246, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T062955,6.141, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T062956,6.185, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T062958,6.185, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T063000,6.211, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T063001,6.352, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T063003,6.114, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T063004,6.176, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T063006,6.238, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T063008,6.158, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T063009,6.255, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T063011,6.317, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T063012,6.273, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T063014,6.255, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T063016,6.185, 21.0, 27.0,2.473,4.247,2.473,2.483
20251224T063017,6.317, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T063019,6.088, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T063020,6.264, 21.0, 27.0,2.473,4.242,2.473,2.483
20251224T063022,6.211, 21.0, 27.0,2.473,4.247,2.473,2.483
20251224T063024,6.352, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T063025,6.229, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T063027,6.317, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T063028,6.114, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T063030,6.079, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T063032,6.158, 21.0, 27.0,2.473,4.247,2.473,2.483
20251224T063033,6.097, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T063035,6.088, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T063036,6.185, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T063038,6.211, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T063040,6.202, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T063041,6.158, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T063043,6.097, 21.0, 27.0,2.473,4.247,2.478,2.478
20251224T063044,6.079, 20.0, 26.0,2.473,4.247,2.473,2.483
20251224T063046,6.282, 20.0, 26.0,2.473,4.247,2.478,2.483
20251224T063048,6.326, 20.0, 26.0,2.473,4.247,2.473,2.483
20251224T063049,6.123, 20.0, 26.0,2.473,4.247,2.478,2.483
20251224T063051,6.229, 20.0, 26.0,2.473,4.247,2.478,2.483
20251224T063052,6.308, 20.0, 26.0,2.473,4.247,2.478,2.483
20251224T063054,6.255, 20.0, 26.0,2.473,4.247,2.478,2.483
20251224T063056,6.194, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063057,6.167, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063059,6.229, 20.0, 26.0,2.473,4.247,2.478,2.483
20251224T063101,6.123, 20.0, 26.0,2.473,4.247,2.478,2.483
20251224T063102,6.097, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063104,6.299, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063105,6.290, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063107,6.246, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063109,6.158, 20.0, 27.0,2.473,4.247,2.473,2.483
20251224T063110,6.176, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063112,6.097, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063113,6.255, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063115,6.097, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063117,6.255, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063118,6.202, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063120,6.167, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063121,6.088, 20.0, 27.0,2.473,4.247,2.478,2.478
20251224T063123,6.246, 20.0, 27.0,2.473,4.247,2.473,2.483
20251224T063125,6.255, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063126,6.326, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063128,6.106, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063129,6.246, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063131,6.097, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063133,6.229, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063134,6.238, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063136,6.290, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063137,6.255, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063139,6.238, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063141,6.167, 20.0, 27.0,2.473,4.247,2.478,2.478
20251224T063142,6.194, 20.0, 27.0,2.473,4.247,2.473,2.483
20251224T063144,6.158, 20.0, 27.0,2.473,4.247,2.473,2.483
20251224T063145,6.150, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063147,6.238, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063149,6.167, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063150,6.238, 20.0, 27.0,2.473,4.247,2.473,2.483
20251224T063152,6.238, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063154,6.079, 20.0, 27.0,2.473,4.247,2.473,2.483
20251224T063155,6.158, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063157,6.194, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063158,6.264, 20.0, 27.0,2.473,4.247,2.473,2.483
20251224T063200,6.158, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063202,6.317, 20.0, 27.0,2.473,4.242,2.478,2.483
20251224T063203,6.106, 20.0, 27.0,2.473,4.242,2.473,2.483
20251224T063205,6.326, 20.0, 27.0,2.473,4.242,2.478,2.483
20251224T063206,6.202, 20.0, 27.0,2.473,4.242,2.478,2.483
20251224T063208,6.220, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063210,6.326, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063211,6.141, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063213,6.114, 20.0, 27.0,2.473,4.242,2.478,2.483
20251224T063214,6.238, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063216,6.176, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063218,6.141, 20.0, 27.0,2.473,4.247,2.473,2.483
20251224T063219,6.070, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063221,6.176, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063222,6.246, 20.0, 27.0,2.473,4.247,2.473,2.483
20251224T063224,6.158, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063226,6.194, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063227,6.238, 20.0, 27.0,2.473,4.247,2.473,2.483
20251224T063229,6.326, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063230,6.150, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063232,6.097, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063234,6.079, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063235,6.220, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063237,6.185, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T063238,6.220, 20.0, 28.0,2.473,4.247,2.478,2.483
20251224T063240,6.264, 20.0, 28.0,2.473,4.247,2.478,2.483
20251224T063242,6.229, 20.0, 28.0,2.473,4.247,2.478,2.483
20251224T063243,6.167, 20.0, 28.0,2.473,4.247,2.473,2.483
20251224T063245,6.202, 20.0, 28.0,2.473,4.247,2.473,2.483
20251224T063246,6.290, 20.0, 28.0,2.473,4.247,2.478,2.483
20251224T063248,6.079, 20.0, 28.0,2.473,4.242,2.473,2.483
20251224T063250,6.079, 20.0, 28.0,2.473,4.247,2.478,2.483
20251224T063251,6.114, 20.0, 28.0,2.473,4.242,2.478,2.483
20251224T063253,6.246, 19.0, 28.0,2.473,4.247,2.478,2.483
20251224T063254,6.176, 20.0, 28.0,2.473,4.242,2.478,2.483
20251224T063256,6.088, 19.0, 28.0,2.473,4.242,2.473,2.483
20251224T063258,6.299, 19.0, 28.0,2.473,4.242,2.473,2.483
20251224T063259,6.317, 19.0, 28.0,2.473,4.242,2.473,2.483
20251224T063301,6.167, 19.0, 28.0,2.473,4.242,2.478,2.483
20251224T063302,6.141, 19.0, 28.0,2.473,4.242,2.473,2.483
20251224T063304,6.246, 19.0, 28.0,2.473,4.247,2.478,2.483
20251224T063306,6.220, 19.0, 28.0,2.473,4.242,2.473,2.483
20251224T063307,6.246, 19.0, 28.0,2.473,4.247,2.478,2.483
20251224T063309,6.141, 19.0, 28.0,2.473,4.242,2.478,2.483
20251224T063311,6.079, 19.0, 28.0,2.473,4.242,2.473,2.483
20251224T063312,6.317, 19.0, 28.0,2.473,4.247,2.473,2.483
20251224T063314,6.194, 19.0, 28.0,2.473,4.242,2.478,2.483
20251224T063315,6.167, 19.0, 28.0,2.473,4.242,2.473,2.483
20251224T063317,6.158, 19.0, 28.0,2.473,4.242,2.473,2.483
20251224T063319,6.317, 19.0, 28.0,2.473,4.242,2.473,2.483
20251224T063320,6.150, 19.0, 28.0,2.473,4.242,2.473,2.483
20251224T063322,6.282, 19.0, 28.0,2.473,4.242,2.478,2.483
20251224T063323,6.070, 19.0, 28.0,2.473,4.242,2.478,2.483
20251224T063325,6.308, 19.0, 28.0,2.473,4.242,2.473,2.483
20251224T063327,6.070, 19.0, 28.0,2.473,4.242,2.478,2.478
20251224T063328,6.194, 19.0, 28.0,2.473,4.242,2.478,2.483
20251224T063330,6.334, 19.0, 28.0,2.473,4.247,2.478,2.483
20251224T063331,6.202, 19.0, 28.0,2.473,4.242,2.478,2.483
20251224T063333,6.220, 19.0, 28.0,2.473,4.242,2.478,2.483
20251224T063335,6.308, 19.0, 28.0,2.473,4.242,2.478,2.483
20251224T063336,6.334, 19.0, 28.0,2.473,4.247,2.478,2.483
20251224T063338,6.211, 19.0, 28.0,2.473,4.242,2.473,2.483
20251224T063339,6.158, 19.0, 28.0,2.473,4.242,2.478,2.478
20251224T063341,6.211, 19.0, 28.0,2.473,4.242,2.478,2.483
20251224T063343,6.079, 19.0, 28.0,2.473,4.242,2.473,2.483
20251224T063344,6.299, 19.0, 28.0,2.473,4.242,2.478,2.483
20251224T063346,6.255, 19.0, 28.0,2.473,4.242,2.478,2.483
20251224T063347,6.097, 19.0, 28.0,2.473,4.242,2.473,2.483
20251224T063349,6.114, 19.0, 28.0,2.473,4.242,2.478,2.483
20251224T063351,6.334, 19.0, 28.0,2.473,4.242,2.478,2.483
20251224T063352,6.202, 19.0, 28.0,2.473,4.242,2.478,2.478
20251224T063354,6.167, 19.0, 28.0,2.473,4.242,2.478,2.483
20251224T063355,6.185, 19.0, 28.0,2.473,4.242,2.473,2.483
20251224T063357,6.255, 19.0, 28.0,2.473,4.242,2.478,2.483
20251224T063359,6.106, 19.0, 28.0,2.473,4.242,2.478,2.483
20251224T063400,6.062, 19.0, 28.0,2.473,4.242,2.478,2.478
20251224T063402,6.185, 19.0, 28.0,2.473,4.242,2.473,2.483
20251224T063403,6.167, 19.0, 28.0,2.473,4.242,2.478,2.478
20251224T063405,6.229, 19.0, 29.0,2.473,4.242,2.473,2.483
