dt,bat_v,dht_h,dht_t,ref_v,therm_v,out_v,in_v
20251224T061354,6.273, 20.0, 27.0,2.473,4.252,2.478,2.483
20251224T061356,6.202, 20.0, 27.0,2.473,4.252,2.478,2.483
20251224T061358,6.114, 20.0, 27.0,2.473,4.252,2.473,2.483
20251224T061359,6.229, 20.0, 27.0,2.473,4.252,2.473,2.483
20251224T061401,6.194, 20.0, 27.0,2.473,4.252,2.478,2.483
20251224T061402,6.229, 20.0, 27.0,2.473,4.252,2.478,2.483
20251224T061404,6.114, 20.0, 27.0,2.473,4.252,2.478,2.483
20251224T061406,6.370, 20.0, 27.0,2.473,4.252,2.473,2.483
20251224T061407,6.308, 20.0, 27.0,2.473,4.252,2.478,2.483
20251224T061409,6.273, 20.0, 27.0,2.473,4.252,2.478,2.483
20251224T061410,6.220, 20.0, 27.0,2.473,4.252,2.478,2.483
20251224T061412,6.273, 20.0, 27.0,2.473,4.252,2.478,2.483
20251224T061414,6.264, 20.0, 27.0,2.473,4.252,2.478,2.483
20251224T061415,6.176, 20.0, 27.0,2.473,4.247,2.473,2.483
20251224T061417,6.220, 20.0, 27.0,2.473,4.252,2.478,2.483
20251224T061418,6.229, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T061420,6.185, 20.0, 27.0,2.473,4.252,2.478,2.483
20251224T061422,6.158, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T061423,6.211, 20.0, 27.0,2.473,4.247,2.473,2.483
20251224T061425,6.132, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T061427,6.246, 20.0, 27.0,2.473,4.247,2.473,2.483
20251224T061429,6.229, 20.0, 26.0,2.473,4.247,2.478,2.483
20251224T061431,6.317, 20.0, 26.0,2.473,4.247,2.478,2.483
20251224T061433,6.123, 20.0, 26.0,2.473,4.247,2.478,2.483
20251224T061435,6.211, 20.0, 26.0,2.473,4.252,2.473,2.483
20251224T061437,6.361, 20.0, 26.0,2.473,4.247,2.478,2.483
20251224T061439,6.308, 20.0, 26.0,2.473,4.247,2.478,2.483
20251224T061440,6.141, 20.0, 26.0,2.473,4.247,2.478,2.483
20251224T061442,6.255, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T061444,6.264, 20.0, 26.0,2.473,4.247,2.473,2.483
20251224T061445,6.255, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T061447,6.194, 21.0, 27.0,2.473,4.247,2.473,2.483
20251224T061448,6.211, 21.0, 27.0,2.473,4.247,2.473,2.483
20251224T061450,6.255, 21.0, 27.0,2.473,4.247,2.473,2.483
20251224T061452,6.229, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T061453,6.255, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T061455,6.255, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T061456,6.185, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T061458,6.194, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T061500,6.246, 21.0, 27.0,2.473,4.247,2.473,2.483
20251224T061501,6.167, 21.0, 27.0,2.473,4.247,2.473,2.483
20251224T061503,6.176, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T061504,6.097, 21.0, 27.0,2.473,4.247,2.473,2.483
20251224T061506,6.220, 21.0, 27.0,2.473,4.252,2.478,2.483
20251224T061508,6.114, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T061509,6.238, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T061511,6.264, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T061512,6.282, 21.0, 27.0,2.473,4.247,2.473,2.483
20251224T061514,6.246, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T061516,6.238, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T061517,6.097, 21.0, 27.0,2.473,4.247,2.478,2.478
20251224T061519,6.290, 21.0, 27.0,2.473,4.247,2.473,2.483
20251224T061520,6.326, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T061522,6.299, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061524,6.264, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T061525,6.326, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061527,6.202, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T061528,6.123, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061530,6.097, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T061532,6.238, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T061533,6.282, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061535,6.141, 21.0, 26.0,2.473,4.247,2.478,2.478
20251224T061536,6.352, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T061538,6.290, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061540,6.264, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T061541,6.114, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061543,6.202, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061544,6.194, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061546,6.114, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061548,6.202, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061549,6.370, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061551,6.176, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061552,6.334, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061554,6.273, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061556,6.229, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061557,6.132, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061559,6.290, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061600,6.238, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T061602,6.141, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T061604,6.114, 21.0, 26.0,2.473,4.247,2.478,2.478
20251224T061605,6.141, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061607,6.176, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T061608,6.167, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061610,6.202, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T061612,6.255, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061613,6.273, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061615,6.361, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061616,6.246, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061618,6.229, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061620,6.088, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T061621,6.290, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061623,6.229, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061624,6.167, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061626,6.334, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061628,6.290, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T061629,6.229, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061631,6.273, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T061632,6.106, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061634,6.273, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061636,6.255, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061637,6.141, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061639,6.229, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061640,6.246, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T061642,6.273, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061644,6.176, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061645,6.220, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061647,6.264, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T061649,6.361, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T061650,6.246, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061652,6.176, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061653,6.185, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061655,6.229, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061657,6.290, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061658,6.194, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T061700,6.273, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T061701,6.158, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061703,6.220, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061705,6.141, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061706,6.264, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T061708,6.255, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T061709,6.246, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061711,6.220, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T061713,6.158, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061714,6.282, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061716,6.229, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T061717,6.246, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061719,6.255, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061721,6.238, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061722,6.282, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061724,6.246, 21.0, 26.0,2.473,4.247,2.478,2.478
20251224T061725,6.194, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061727,6.361, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061729,6.282, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061730,6.176, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T061732,6.238, 21.0, 26.0,2.473,4.247,2.478,2.478
20251224T061733,6.194, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061735,6.211, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T061737,6.273, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T061738,6.202, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T061740,6.106, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061741,6.220, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T061743,6.334, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061745,6.211, 21.0, 26.0,2.473,4.247,2.478,2.478
20251224T061746,6.326, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061748,6.158, 21.0, 26.0,2.468,4.247,2.478,2.483
20251224T061749,6.176, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T061751,6.238, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T061753,6.220, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061754,6.220, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061756,6.141, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T061757,6.343, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061759,6.150, 21.0, 26.0,2.473,4.242,2.478,2.483
20251224T061801,6.167, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061802,6.176, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T061804,6.229, 21.0, 26.0,2.473,4.247,2.473,2.483
20251224T061806,6.194, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T061807,6.264, 21.0, 26.0,2.473,4.247,2.478,2.483
20251224T061809,6.299, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T061810,6.132, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T061812,6.114, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T061814,6.088, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T061815,6.246, 21.0, 27.0,2.473,4.247,2.473,2.483
20251224T061817,6.255, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T061818,6.326, 21.0, 27.0,2.473,4.247,2.473,2.483
20251224T061820,6.132, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T061822,6.273, 21.0, 27.0,2.473,4.247,2.473,2.483
20251224T061823,6.238, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T061825,6.202, 21.0, 27.0,2.473,4.247,2.478,2.483
20251224T061826,6.290, 20.0, 26.0,2.473,4.247,2.473,2.483
20251224T061828,6.308, 20.0, 26.0,2.473,4.247,2.478,2.483
20251224T061830,6.176, 20.0, 26.0,2.473,4.247,2.478,2.483
20251224T061831,6.282, 20.0, 26.0,2.473,4.247,2.478,2.483
20251224T061833,6.141, 20.0, 26.0,2.473,4.247,2.478,2.478
20251224T061834,6.097, 20.0, 26.0,2.473,4.247,2.478,2.483
20251224T061836,6.079, 20.0, 26.0,2.473,4.247,2.478,2.483
20251224T061838,6.282, 20.0, 26.0,2.473,4.247,2.478,2.483
20251224T061839,6.150, 20.0, 26.0,2.473,4.242,2.478,2.483
20251224T061841,6.167, 20.0, 26.0,2.473,4.247,2.478,2.483
20251224T061842,6.167, 20.0, 26.0,2.473,4.247,2.478,2.483
20251224T061844,6.114, 20.0, 26.0,2.473,4.247,2.478,2.478
20251224T061846,6.255, 20.0, 26.0,2.473,4.242,2.478,2.483
20251224T061847,6.308, 20.0, 26.0,2.473,4.247,2.478,2.483
20251224T061849,6.141, 20.0, 26.0,2.473,4.242,2.478,2.483
20251224T061850,6.150, 20.0, 26.0,2.473,4.242,2.473,2.483
20251224T061852,6.158, 20.0, 26.0,2.473,4.247,2.478,2.483
20251224T061854,6.194, 20.0, 27.0,2.473,4.242,2.478,2.483
20251224T061855,6.317, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T061857,6.273, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T061858,6.194, 20.0, 26.0,2.473,4.242,2.478,2.483
20251224T061900,6.282, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T061902,6.264, 20.0, 26.0,2.473,4.247,2.473,2.483
20251224T061903,6.282, 20.0, 26.0,2.473,4.242,2.478,2.483
20251224T061905,6.202, 20.0, 27.0,2.473,4.242,2.478,2.483
20251224T061906,6.211, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T061908,6.317, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T061910,6.273, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T061911,6.194, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T061913,6.123, 20.0, 27.0,2.473,4.242,2.473,2.483
20251224T061914,6.299, 20.0, 27.0,2.473,4.242,2.473,2.483
20251224T061916,6.097, 20.0, 27.0,2.473,4.242,2.473,2.483
20251224T061918,6.290, 20.0, 27.0,2.473,4.242,2.473,2.483
20251224T061919,6.185, 20.0, 27.0,2.473,4.242,2.473,2.483
20251224T061921,6.246, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T061923,6.194, 20.0, 27.0,2.473,4.242,2.478,2.483
20251224T061924,6.220, 20.0, 27.0,2.473,4.242,2.478,2.483
20251224T061926,6.220, 20.0, 27.0,2.473,4.242,2.478,2.483
20251224T061927,6.246, 20.0, 27.0,2.473,4.247,2.478,2.483
20251224T061929,6.202, 20.0, 27.0,2.473,4.242,2.478,2.483
20251224T061931,6.238, 20.0, 27.0,2.473,4.242,2.473,2.483
20251224T061932,6.220, 20.0, 27.0,2.473,4.242,2.478,2.483
20251224T061934,6.106, 20.0, 27.0,2.473,4.242,2.478,2.483
20251224T061935,6.273, 20.0, 27.0,2.473,4.242,2.478,2.483
20251224T061937,6.282, 20.0, 27.0,2.473,4.242,2.478,2.483
20251224T061939,6.246, 20.0, 27.0,2.473,4.242,2.478,2.483
20251224T061940,6.194, 20.0, 27.0,2.473,4.242,2.478,2.483
20251224T061942,6.246, 20.0, 27.0,2.473,4.242,2.478,2.483
20251224T061943,6.211, 20.0, 27.0,2.473,4.242,2.478,2.483
20251224T061945,6.299, 20.0, 27.0,2.473,4.242,2.478,2.483
20251224T061947,6.264, 20.0, 27.0,2.473,4.242,2.478,2.478
20251224T061948,6.220, 20.0, 27.0,2.473,4.242,2.473,2.483
20251224T061950,6.150, 20.0, 27.0,2.473,4.242,2.473,2.483
20251224T061951,6.088, 20.0, 27.0,2.473,4.242,2.473,2.478
20251224T061953,6.246, 20.0, 27.0,2.473,4.242,2.473,2.483
20251224T061955,6.220, 20.0, 27.0,2.473,4.242,2.478,2.478
20251224T061956,6.150, 20.0, 27.0,2.473,4.242,2.478,2.483
20251224T061958,6.370, 20.0, 27.0,2.473,4.242,2.478,2.483
20251224T061959,6.211, 20.0, 27.0,2.473,4.242,2.478,2.483
20251224T062001,6.176, 20.0, 27.0,2.473,4.242,2.473,2.483
20251224T062003,6.194, 20.0, 27.0,2.473,4.242,2.473,2.483
20251224T062004,6.246, 20.0, 27.0,2.473,4.242,2.473,2.483
20251224T062006,6.255, 20.0, 27.0,2.473,4.242,2.478,2.483
20251224T062007,6.167, 20.0, 27.0,2.473,4.242,2.478,2.483
20251224T062009,6.246, 20.0, 27.0,2.473,4.242,2.478,2.483
20251224T062011,6.185, 20.0, 27.0,2.473,4.242,2.478,2.483
20251224T062012,6.194, 20.0, 27.0,2.473,4.242,2.478,2.483
20251224T062014,6.229, 20.0, 27.0,2.473,4.242,2.473,2.483
20251224T062015,6.202, 20.0, 27.0,2.473,4.242,2.478,2.483
20251224T062017,6.220, 20.0, 28.0,2.473,4.242,2.478,2.483
20251224T062019,6.132, 20.0, 28.0,2.473,4.242,2.478,2.478
20251224T062020,6.246, 20.0, 28.0,2.473,4.242,2.478,2.483
20251224T062022,6.202, 20.0, 28.0,2.473,4.242,2.478,2.483
20251224T062023,6.167, 19.0, 28.0,2.473,4.242,2.473,2.483
20251224T062025,6.246, 19.0, 28.0,2.473,4.242,2.478,2.483
20251224T062027,6.194, 19.0, 27.0,2.473,4.238,2.478,2.483
20251224T062028,6.150, 19.0, 28.0,2.473,4.238,2.473,2.483
20251224T062030,6.238, 19.0, 28.0,2.473,4.238,2.473,2.483
20251224T062031,6.202, 19.0, 28.0,2.473,4.242,2.473,2.483
20251224T062033,6.264, 19.0, 28.0,2.473,4.238,2.473,2.483
20251224T062035,6.334, 19.0, 28.0,2.473,4.238,2.473,2.483
20251224T062036,6.352, 19.0, 28.0,2.473,4.242,2.478,2.483
20251224T062038,6.150, 19.0, 28.0,2.473,4.242,2.478,2.478
20251224T062040,6.282, 19.0, 28.0,2.473,4.238,2.478,2.483
20251224T062041,6.141, 19.0, 28.0,2.473,4.238,2.478,2.483
20251224T062043,6.202, 19.0, 28.0,2.473,4.238,2.473,2.483
20251224T062044,6.185, 19.0, 28.0,2.473,4.238,2.478,2.478
20251224T062046,6.185, 19.0, 28.0,2.473,4.238,2.478,2.478
20251224T062048,6.150, 19.0, 28.0,2.473,4.238,2.478,2.483
20251224T062049,6.343, 19.0, 28.0,2.473,4.238,2.473,2.483
20251224T062051,6.194, 19.0, 28.0,2.473,4.238,2.478,2.483
20251224T062052,6.202, 19.0, 28.0,2.473,4.238,2.478,2.478
20251224T062054,6.273, 19.0, 28.0,2.473,4.238,2.478,2.483
20251224T062056,6.158, 19.0, 28.0,2.473,4.238,2.478,2.483
20251224T062057,6.194, 19.0, 28.0,2.473,4.238,2.473,2.483
20251224T062059,6.238, 19.0, 28.0,2.473,4.238,2.478,2.483
20251224T062100,6.238, 19.0, 28.0,2.473,4.238,2.478,2.483
20251224T062102,6.343, 19.0, 28.0,2.473,4.238,2.478,2.483
20251224T062104,6.070, 19.0, 28.0,2.473,4.238,2.478,2.483
20251224T062105,6.220, 19.0, 28.0,2.473,4.238,2.478,2.483
20251224T062107,6.229, 19.0, 28.0,2.473,4.238,2.478,2.483
20251224T062108,6.114, 19.0, 28.0,2.473,4.238,2.478,2.483
20251224T062110,6.088, 19.0, 28.0,2.473,4.238,2.473,2.478
20251224T062112,6.211, 19.0, 28.0,2.473,4.238,2.478,2.483
20251224T062113,6.194, 19.0, 28.0,2.473,4.238,2.478,2.483
20251224T062115,6.343, 19.0, 28.0,2.473,4.238,2.478,2.483
20251224T062116,6.211, 19.0, 28.0,2.473,4.238,2.478,2.483
20251224T062118,6.176, 19.0, 28.0,2.473,4.238,2.478,2.478
20251224T062120,6.246, 19.0, 28.0,2.473,4.238,2.478,2.483
20251224T062121,6.097, 19.0, 28.0,2.473,4.238,2.473,2.483
20251224T062123,6.132, 19.0, 28.0,2.473,4.238,2.478,2.483
20251224T062124,6.273, 19.0, 28.0,2.473,4.238,2.478,2.478
20251224T062126,6.123, 19.0, 28.0,2.473,4.238,2.478,2.483
20251224T062128,6.238, 19.0, 28.0,2.473,4.238,2.478,2.483
20251224T062129,6.194, 19.0, 28.0,2.473,4.238,2.478,2.483
20251224T062131,6.211, 19.0, 28.0,2.473,4.238,2.478,2.478
20251224T062132,6.123, 19.0, 28.0,2.473,4.238,2.473,2.483
20251224T062134,6.202, 19.0, 28.0,2.473,4.238,2.478,2.483
20251224T062136,6.290, 19.0, 29.0,2.473,4.238,2.478,2.483
20251224T062137,6.264, 19.0, 28.0,2.473,4.238,2.473,2.483
20251224T062139,6.194, 19.0, 29.0,2.473,4.238,2.473,2.483
20251224T062140,6.282, 19.0, 28.0,2.473,4.238,2.478,2.483
20251224T062142,6.211, 19.0, 28.0,2.473,4.238,2.473,2.483
20251224T062144,6.264, 19.0, 28.0,2.473,4.238,2.478,2.483
20251224T062145,6.150, 19.0, 29.0,2.473,4.238,2.478,2.478
20251224T062147,6.123, 19.0, 29.0,2.473,4.238,2.473,2.483
20251224T062149,6.290, 19.0, 29.0,2.473,4.238,2.473,2.483
20251224T062150,6.097, 19.0, 29.0,2.473,4.238,2.478,2.483
20251224T062152,6.334, 19.0, 29.0,2.473,4.238,2.478,2.483
20251224T062153,6.202, 19.0, 29.0,2.473,4.238,2.478,2.483
20251224T062155,6.229, 19.0, 29.0,2.473,4.238,2.478,2.483
20251224T062157,6.229, 19.0, 29.0,2.473,4.238,2.478,2.483
20251224T062158,6.097, 19.0, 29.0,2.473,4.238,2.478,2.478
20251224T062200,6.097, 19.0, 29.0,2.473,4.238,2.478,2.478
20251224T062201,6.246, 19.0, 29.0,2.473,4.242,2.478,2.483
20251224T062203,6.114, 19.0, 29.0,2.473,4.242,2.478,2.483
20251224T062205,6.185, 19.0, 29.0,2.473,4.238,2.473,2.483
20251224T062206,6.211, 19.0, 29.0,2.473,4.238,2.473,2.483
20251224T062208,6.150, 19.0, 29.0,2.473,4.238,2.473,2.478
20251224T062209,6.361, 19.0, 29.0,2.473,4.242,2.478,2.483
20251224T062211,6.123, 19.0, 29.0,2.473,4.242,2.478,2.483
20251224T062213,6.370, 19.0, 29.0,2.473,4.238,2.473,2.483
20251224T062214,6.352, 19.0, 29.0,2.473,4.242,2.478,2.483
20251224T062216,6.202, 19.0, 29.0,2.473,4.242,2.473,2.483
20251224T062217,6.185, 19.0, 29.0,2.473,4.238,2.478,2.483
20251224T062219,6.273, 19.0, 29.0,2.473,4.242,2.478,2.483
20251224T062221,6.282, 19.0, 29.0,2.473,4.238,2.478,2.483
20251224T062222,6.132, 19.0, 29.0,2.473,4.242,2.473,2.483
20251224T062224,6.264, 19.0, 29.0,2.473,4.238,2.473,2.483
20251224T062225,6.070, 19.0, 29.0,2.473,4.242,2.478,2.483
20251224T062227,6.246, 19.0, 29.0,2.473,4.242,2.478,2.483
20251224T062229,6.238, 19.0, 29.0,2.473,4.242,2.478,2.483
20251224T062230,6.150, 19.0, 29.0,2.473,4.238,2.473,2.483
20251224T062232,6.255, 19.0, 29.0,2.473,4.242,2.478,2.483
20251224T062233,6.282, 19.0, 29.0,2.473,4.242,2.478,2.483
20251224T062235,6.106, 19.0, 29.0,2.473,4.238,2.473,2.483
20251224T062237,6.343, 19.0, 29.0,2.473,4.242,2.478,2.483
20251224T062238,6.229, 19.0, 29.0,2.473,4.242,2.478,2.483
20251224T062240,6.255, 19.0, 29.0,2.473,4.242,2.478,2.483
20251224T062241,6.299, 19.0, 29.0,2.473,4.242,2.473,2.483
20251224T062243,6.176, 19.0, 29.0,2.473,4.242,2.478,2.483
20251224T062245,6.211, 19.0, 29.0,2.473,4.242,2.478,2.483
20251224T062246,6.097, 19.0, 29.0,2.473,4.242,2.478,2.483
20251224T062248,6.123, 19.0, 29.0,2.473,4.242,2.478,2.483
20251224T062249,6.167, 19.0, 29.0,2.473,4.242,2.478,2.478
20251224T062251,6.097, 19.0, 29.0,2.473,4.242,2.473,2.483
20251224T062253,6.220, 19.0, 29.0,2.473,4.242,2.473,2.483
20251224T062254,6.299, 19.0, 29.0,2.473,4.242,2.473,2.483
20251224T062256,6.220, 19.0, 29.0,2.473,4.242,2.478,2.483
20251224T062258,6.264, 19.0, 29.0,2.473,4.242,2.473,2.483
20251224T062259,6.211, 19.0, 29.0,2.473,4.247,2.478,2.478
20251224T062301,6.106, 19.0, 29.0,2.473,4.247,2.478,2.478
20251224T062302,6.352, 19.0, 29.0,2.473,4.242,2.478,2.483
20251224T062304,6.114, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062306,6.229, 19.0, 29.0,2.473,4.242,2.478,2.483
20251224T062307,6.211, 19.0, 29.0,2.473,4.247,2.473,2.483
20251224T062309,6.220, 19.0, 29.0,2.473,4.242,2.473,2.483
20251224T062310,6.229, 19.0, 29.0,2.473,4.247,2.473,2.483
20251224T062312,6.167, 19.0, 29.0,2.473,4.242,2.478,2.483
20251224T062314,6.308, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062315,6.150, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062317,6.167, 19.0, 29.0,2.473,4.242,2.478,2.483
20251224T062318,6.238, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062320,6.176, 19.0, 29.0,2.473,4.247,2.473,2.483
20251224T062322,6.150, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062323,6.211, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062325,6.220, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062326,6.158, 19.0, 30.0,2.473,4.247,2.478,2.483
20251224T062328,6.132, 19.0, 29.0,2.473,4.247,2.473,2.483
20251224T062330,6.185, 19.0, 29.0,2.473,4.247,2.473,2.483
20251224T062331,6.158, 19.0, 29.0,2.473,4.247,2.478,2.478
20251224T062333,6.141, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062334,6.114, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062336,6.079, 19.0, 29.0,2.473,4.242,2.473,2.483
20251224T062338,6.238, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062339,6.194, 19.0, 30.0,2.473,4.247,2.478,2.483
20251224T062341,6.176, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062342,6.255, 19.0, 30.0,2.473,4.247,2.473,2.483
20251224T062344,6.246, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062346,6.308, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062347,6.229, 19.0, 30.0,2.473,4.247,2.478,2.483
20251224T062349,6.264, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062350,6.194, 19.0, 30.0,2.473,4.247,2.473,2.483
20251224T062352,6.361, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062354,6.238, 19.0, 30.0,2.473,4.247,2.478,2.483
20251224T062355,6.273, 19.0, 29.0,2.473,4.247,2.478,2.483
20251224T062357,6.282, 19.0, 29.0,2.473,4.247,2.473,2.483
20251224T062358,6.238, 19.0, 29.0,2.473,4.247,2.473,2.483
20251224T062400,6.255, 19.0, 29.0,2.473,4.247,2.478,2.478
